"R0000100","R0536402","S7514300","S8646900","S8647300","S8647500","S8647800"
748,1983,2,-4,-4,-4,-4
749,1983,2,1,1,1,1
750,1982,0,-4,-4,-4,-4
751,1984,2,-4,-4,-4,-4
752,1983,2,-4,-4,-4,-4
753,1982,2,-4,-4,-4,-4
754,1980,-5,-5,-5,-5,-5
755,1982,-5,-5,-5,-5,-5
756,1984,-5,-5,-5,-5,-5
757,1980,6,3,2,3,1
758,1982,-5,-5,-5,-5,-5
759,1983,3,-4,-4,-4,-4
760,1982,-5,-5,-5,-5,-5
761,1982,-5,-5,-5,-5,-5
762,1980,-5,-5,-5,-5,-5
763,1980,4,-4,-4,-4,-4
764,1981,2,1,1,1,1
765,1983,2,2,2,3,1
766,1984,-5,-5,-5,-5,-5
767,1981,4,-4,-4,-4,-4
768,1984,2,-4,-4,-4,-4
769,1980,2,3,4,-2,1
770,1984,2,-4,-4,-4,-4
772,1984,2,3,2,3,2
773,1982,-5,-5,-5,-5,-5
774,1981,2,2,2,3,1
775,1980,2,-4,-4,-4,-4
776,1984,-5,-5,-5,-5,-5
777,1983,-5,-5,-5,-5,-5
778,1983,2,-4,-4,-4,-4
779,1980,1,-4,-4,-4,-4
780,1984,2,-4,-4,-4,-4
781,1980,2,3,2,2,2
782,1982,4,-4,-4,-4,-4
783,1984,2,-4,-4,-4,-4
784,1981,-5,-5,-5,-5,-5
785,1984,2,2,2,3,2
786,1980,-5,-5,-5,-5,-5
787,1982,0,-4,-4,-4,-4
788,1982,4,-4,-4,-4,-4
789,1980,2,-4,-4,-4,-4
790,1983,0,-4,-4,-4,-4
791,1982,4,-4,-4,-4,-4
792,1981,2,-4,-4,-4,-4
793,1983,2,2,2,4,4
794,1982,4,-4,-4,-4,-4
795,1981,2,-4,-4,-4,-4
796,1983,2,-4,-4,-4,-4
797,1981,3,-4,-4,-4,-4
798,1983,4,3,2,2,2
799,1981,5,-4,-4,-4,-4
800,1982,4,3,2,3,1
801,1984,2,-4,-4,-4,-4
802,1983,0,1,1,1,2
803,1980,-5,-5,-5,-5,-5
804,1981,-5,-5,-5,-5,-5
805,1980,2,-4,-4,-4,-4
806,1983,2,-4,-4,-4,-4
807,1982,0,-4,-4,-4,-4
808,1983,2,-4,-4,-4,-4
809,1980,-5,-5,-5,-5,-5
810,1981,2,-4,-4,-4,-4
811,1981,2,-4,-4,-4,-4
812,1983,2,-4,-4,-4,-4
813,1980,-5,-5,-5,-5,-5
814,1984,1,-4,-4,-4,-4
815,1981,1,-4,-4,-4,-4
816,1982,2,-4,-4,-4,-4
817,1983,1,-4,-4,-4,-4
818,1981,4,-4,-4,-4,-4
819,1980,2,-4,-4,-4,-4
820,1984,2,-4,-4,-4,-4
821,1980,-5,-5,-5,-5,-5
822,1980,2,-4,-4,-4,-4
823,1984,2,-4,-4,-4,-4
824,1980,2,-4,-4,-4,-4
825,1982,2,2,1,4,1
826,1981,2,-4,-4,-4,-4
827,1983,2,-4,-4,-4,-4
828,1983,4,-4,-4,-4,-4
829,1984,-5,-5,-5,-5,-5
830,1982,2,-4,-4,-4,-4
831,1984,2,2,2,1,2
832,1983,4,2,1,2,1
833,1983,2,-4,-4,-4,-4
834,1984,-5,-5,-5,-5,-5
835,1982,2,-4,-4,-4,-4
836,1980,2,-4,-4,-4,-4
837,1980,2,-4,-4,-4,-4
838,1981,2,-4,-4,-4,-4
839,1980,4,-4,-4,-4,-4
840,1984,4,2,2,2,2
841,1982,4,3,2,3,1
842,1983,-5,-5,-5,-5,-5
843,1980,-5,-5,-5,-5,-5
844,1983,4,-4,-4,-4,-4
845,1980,-5,-5,-5,-5,-5
846,1980,4,3,4,2,1
847,1982,2,2,1,1,1
848,1984,1,-4,-4,-4,-4
849,1980,2,-4,-4,-4,-4
850,1981,2,-4,-4,-4,-4
851,1983,2,-4,-4,-4,-4
852,1983,0,-4,-4,-4,-4
853,1984,2,-4,-4,-4,-4
854,1984,-5,-5,-5,-5,-5
855,1981,4,-4,-4,-4,-4
856,1980,2,-4,-4,-4,-4
857,1980,2,-4,-4,-4,-4
858,1983,3,-2,2,-2,1
859,1982,2,3,4,4,1
860,1982,3,3,2,2,1
861,1984,3,-4,-4,-4,-4
862,1981,1,4,1,-2,1
863,1984,2,-4,-4,-4,-4
864,1982,0,-4,-4,-4,-4
865,1984,2,-4,-4,-4,-4
866,1982,2,-4,-4,-4,-4
867,1983,0,-4,-4,-4,-4
868,1983,2,2,1,1,1
869,1984,-5,-5,-5,-5,-5
870,1984,2,-4,-4,-4,-4
871,1982,-5,-5,-5,-5,-5
872,1982,2,-4,-4,-4,-4
873,1984,4,-4,-4,-4,-4
874,1984,3,-4,-4,-4,-4
875,1982,-5,-5,-5,-5,-5
876,1984,0,2,2,4,1
877,1980,-5,-5,-5,-5,-5
878,1984,2,1,2,1,1
879,1981,4,-4,-4,-4,-4
880,1980,2,-4,-4,-4,-4
881,1982,4,-4,-4,-4,-4
882,1983,2,-4,-4,-4,-4
883,1983,2,-4,-4,-4,-4
884,1981,1,-4,-4,-4,-4
885,1983,2,-4,-4,-4,-4
886,1982,-5,-5,-5,-5,-5
887,1983,2,-4,-4,-4,-4
888,1981,3,-4,-4,-4,-4
889,1984,2,-4,-4,-4,-4
890,1980,-5,-5,-5,-5,-5
891,1982,-5,-5,-5,-5,-5
892,1983,2,1,1,2,2
893,1980,2,-4,-4,-4,-4
894,1982,2,-4,-4,-4,-4
895,1984,2,4,2,3,2
896,1983,-5,-5,-5,-5,-5
897,1984,2,2,1,4,1
898,1983,-5,-5,-5,-5,-5
899,1980,2,-4,-4,-4,-4
900,1982,2,-4,-4,-4,-4
901,1984,4,-4,-4,-4,-4
902,1981,0,3,1,3,1
903,1981,-5,-5,-5,-5,-5
904,1983,0,-4,-4,-4,-4
905,1983,0,2,1,1,1
906,1984,-5,-5,-5,-5,-5
907,1982,0,-4,-4,-4,-4
908,1982,2,-4,-4,-4,-4
909,1983,2,-4,-4,-4,-4
910,1981,-5,-5,-5,-5,-5
911,1983,2,-4,-4,-4,-4
912,1981,4,1,1,3,1
913,1982,3,2,2,2,2
914,1984,2,-4,-4,-4,-4
915,1980,4,1,2,2,1
916,1983,4,-4,-4,-4,-4
917,1984,2,-4,-4,-4,-4
918,1981,2,-4,-4,-4,-4
919,1984,4,3,2,2,1
920,1981,4,-4,-4,-4,-4
921,1983,-5,-5,-5,-5,-5
922,1982,4,-4,-4,-4,-4
923,1981,4,-4,-4,-4,-4
924,1982,4,-4,-4,-4,-4
925,1982,-5,-5,-5,-5,-5
926,1983,-5,-5,-5,-5,-5
927,1981,3,-4,-4,-4,-4
928,1983,4,-4,-4,-4,-4
929,1983,4,-4,-4,-4,-4
930,1983,2,2,2,1,2
931,1984,2,-4,-4,-4,-4
932,1984,4,-4,-4,-4,-4
933,1981,4,-4,-4,-4,-4
934,1984,2,-4,-4,-4,-4
935,1983,4,-4,-4,-4,-4
936,1984,2,-4,-4,-4,-4
937,1982,-5,-5,-5,-5,-5
938,1984,-5,-5,-5,-5,-5
939,1980,1,-4,-4,-4,-4
940,1982,3,-4,-4,-4,-4
941,1980,-5,-5,-5,-5,-5
942,1982,2,-4,-4,-4,-4
943,1984,2,-4,-4,-4,-4
944,1981,4,3,2,1,2
945,1980,2,-4,-4,-4,-4
946,1981,-5,-5,-5,-5,-5
947,1981,-5,-5,-5,-5,-5
948,1984,2,-4,-4,-4,-4
949,1980,4,-4,-4,-4,-4
950,1984,2,3,1,1,1
951,1981,-5,-5,-5,-5,-5
952,1984,2,3,2,2,1
953,1984,2,3,2,1,1
954,1981,-5,-5,-5,-5,-5
955,1984,4,-4,-4,-4,-4
956,1983,4,-4,-4,-4,-4
957,1984,2,-4,-4,-4,-4
958,1980,4,-4,-4,-4,-4
959,1983,3,3,2,1,1
960,1980,-5,-5,-5,-5,-5
961,1984,4,-4,-4,-4,-4
962,1980,3,2,2,3,2
963,1984,2,2,2,1,1
964,1982,3,2,3,3,1
965,1984,-5,-5,-5,-5,-5
966,1984,2,3,-2,4,1
967,1982,4,-4,-4,-4,-4
968,1981,2,-4,-4,-4,-4
969,1984,2,-4,-4,-4,-4
970,1983,2,-4,-4,-4,-4
971,1983,4,3,1,2,1
972,1982,4,-4,-4,-4,-4
973,1984,-5,-5,-5,-5,-5
974,1982,4,-4,-4,-4,-4
975,1980,2,-4,-4,-4,-4
976,1981,3,-4,-4,-4,-4
977,1982,2,-4,-4,-4,-4
978,1980,4,-4,-4,-4,-4
979,1982,4,-4,-4,-4,-4
980,1982,4,2,1,1,1
981,1981,1,1,1,1,2
982,1982,-5,-5,-5,-5,-5
983,1984,2,-4,-4,-4,-4
984,1981,4,-4,-4,-4,-4
985,1981,-5,-5,-5,-5,-5
986,1980,2,-4,-4,-4,-4
987,1983,-5,-5,-5,-5,-5
988,1983,4,-4,-4,-4,-4
989,1983,2,2,2,-2,2
990,1981,-5,-5,-5,-5,-5
991,1980,2,2,1,2,1
992,1983,2,-4,-4,-4,-4
993,1981,1,4,2,4,1
994,1983,-5,-5,-5,-5,-5
995,1980,2,1,1,1,1
996,1981,2,3,1,1,1
997,1980,3,-4,-4,-4,-4
998,1982,2,-4,-4,-4,-4
999,1982,2,-4,-4,-4,-4
1000,1981,2,-4,-4,-4,-4
1001,1982,-5,-5,-5,-5,-5
1002,1984,2,-4,-4,-4,-4
1003,1982,2,2,2,4,1
1004,1984,2,-4,-4,-4,-4
1005,1982,0,-4,-4,-4,-4
1006,1984,2,2,1,2,2
1007,1983,2,-4,-4,-4,-4
1008,1980,2,-4,-4,-4,-4
1009,1982,2,-4,-4,-4,-4
1010,1983,2,-4,-4,-4,-4
1011,1981,2,2,1,1,2
1012,1983,2,-4,-4,-4,-4
1013,1983,3,-4,-4,-4,-4
1014,1982,3,-4,-4,-4,-4
1015,1983,-5,-5,-5,-5,-5
1016,1980,2,-4,-4,-4,-4
1017,1984,-5,-5,-5,-5,-5
1018,1982,2,-4,-4,-4,-4
1019,1983,4,-4,-4,-4,-4
1020,1981,4,2,2,2,1
1021,1984,4,3,2,2,2
1022,1981,2,-4,-4,-4,-4
1023,1983,2,-4,-4,-4,-4
1024,1981,4,-4,-4,-4,-4
1025,1981,2,-4,-4,-4,-4
1026,1980,-5,-5,-5,-5,-5
1027,1981,2,-4,-4,-4,-4
1028,1983,2,4,2,4,2
1029,1982,2,-4,-4,-4,-4
1030,1981,2,2,1,1,1
1031,1982,3,-4,-4,-4,-4
1032,1982,3,2,1,3,1
1033,1983,2,-4,-4,-4,-4
1034,1982,1,-4,-4,-4,-4
1035,1981,-5,-5,-5,-5,-5
1036,1984,2,-4,-4,-4,-4
1037,1982,0,-4,-4,-4,-4
1038,1984,0,-4,-4,-4,-4
1039,1984,0,-4,-4,-4,-4
1040,1981,3,-4,-4,-4,-4
1041,1981,0,-4,-4,-4,-4
1042,1982,2,-4,-4,-4,-4
1043,1980,-5,-5,-5,-5,-5
1044,1983,2,-4,-4,-4,-4
1045,1980,1,-4,-4,-4,-4
1046,1983,1,1,1,2,2
1047,1980,3,-4,-4,-4,-4
1048,1983,2,-4,-4,-4,-4
1049,1983,0,-4,-4,-4,-4
1050,1981,-5,-5,-5,-5,-5
1051,1982,-5,-5,-5,-5,-5
1052,1983,2,2,2,4,2
1053,1981,2,-4,-4,-4,-4
1054,1983,0,2,1,4,3
1055,1982,2,-4,-4,-4,-4
1056,1980,2,-4,-4,-4,-4
1057,1981,2,-4,-4,-4,-4
1058,1982,-5,-5,-5,-5,-5
1059,1984,2,-4,-4,-4,-4
1060,1984,2,2,2,1,1
1061,1983,2,2,1,2,1
1062,1981,-5,-5,-5,-5,-5
1063,1982,2,-4,-4,-4,-4
1064,1981,-5,-5,-5,-5,-5
1065,1980,2,-4,-4,-4,-4
1066,1984,2,1,1,2,1
1067,1983,2,4,3,3,2
1068,1984,0,-4,-4,-4,-4
1069,1982,-5,-5,-5,-5,-5
1070,1981,4,-4,-4,-4,-4
1071,1984,0,-4,-4,-4,-4
1072,1980,2,-4,-4,-4,-4
1073,1981,-5,-5,-5,-5,-5
1074,1983,4,-4,-4,-4,-4
1075,1983,4,-4,-4,-4,-4
1076,1982,4,1,1,1,1
1077,1983,4,-4,-4,-4,-4
1078,1983,2,-4,-4,-4,-4
1079,1980,-5,-5,-5,-5,-5
1080,1983,-5,-5,-5,-5,-5
1081,1983,4,-4,-4,-4,-4
1082,1982,4,-4,-4,-4,-4
1083,1980,-5,-5,-5,-5,-5
1084,1982,4,2,2,1,1
1085,1980,2,1,1,1,1
1086,1983,-5,-5,-5,-5,-5
1087,1981,5,2,1,3,1
1088,1984,-5,-5,-5,-5,-5
1089,1980,-5,-5,-5,-5,-5
1090,1982,2,-4,-4,-4,-4
1091,1980,2,-4,-4,-4,-4
1092,1982,4,-4,-4,-4,-4
1093,1982,2,-4,-4,-4,-4
1094,1980,2,-4,-4,-4,-4
1095,1982,2,-4,-4,-4,-4
1096,1984,0,-4,-4,-4,-4
1097,1980,2,4,1,2,3
1098,1983,3,3,2,-2,1
1099,1980,1,-4,-4,-4,-4
1100,1982,2,-4,-4,-4,-4
1101,1982,0,1,1,1,1
1102,1984,0,1,2,1,1
1103,1984,2,-4,-4,-4,-4
1104,1981,-5,-5,-5,-5,-5
1105,1983,-5,-5,-5,-5,-5
1106,1980,0,-4,-4,-4,-4
1107,1982,0,1,1,2,1
1108,1983,4,-4,-4,-4,-4
1109,1984,-3,-4,-4,-4,-4
1110,1981,-5,-5,-5,-5,-5
1111,1984,1,3,3,3,2
1112,1981,-5,-5,-5,-5,-5
1113,1981,4,-4,-4,-4,-4
1114,1983,2,-4,-4,-4,-4
1115,1982,1,-4,-4,-4,-4
1116,1983,4,-4,-4,-4,-4
1117,1984,2,2,2,2,1
1118,1980,4,-4,-4,-4,-4
1119,1983,4,1,2,1,1
1120,1980,-5,-5,-5,-5,-5
1121,1984,-5,-5,-5,-5,-5
1122,1980,5,-4,-4,-4,-4
1123,1984,3,-4,-4,-4,-4
1124,1982,0,-4,-4,-4,-4
1125,1983,2,-4,-4,-4,-4
1126,1980,4,-4,-4,-4,-4
1127,1982,2,-4,-4,-4,-4
1128,1984,2,-4,-4,-4,-4
1129,1983,2,-4,-4,-4,-4
1130,1984,2,-4,-4,-4,-4
1131,1983,3,-4,-4,-4,-4
1132,1981,-5,-5,-5,-5,-5
1133,1982,2,-4,-4,-4,-4
1134,1984,2,2,1,3,1
1135,1984,2,-4,-4,-4,-4
1136,1981,-5,-5,-5,-5,-5
1137,1981,4,-4,-4,-4,-4
1138,1981,4,-4,-4,-4,-4
1139,1983,-5,-5,-5,-5,-5
1140,1984,4,-4,-4,-4,-4
1141,1983,-5,-5,-5,-5,-5
1142,1980,0,-4,-4,-4,-4
1143,1982,2,3,2,3,1
1144,1983,1,-4,-4,-4,-4
1145,1982,4,2,2,2,1
1146,1984,2,-4,-4,-4,-4
1147,1980,4,-4,-4,-4,-4
1148,1981,2,2,2,1,1
1149,1983,4,-4,-4,-4,-4
1150,1984,-5,-5,-5,-5,-5
1151,1984,2,-4,-4,-4,-4
1152,1980,2,-4,-4,-4,-4
1153,1983,2,-4,-4,-4,-4
1154,1983,4,-4,-4,-4,-4
1155,1982,2,3,1,3,2
1156,1984,-5,-5,-5,-5,-5
1157,1980,-5,-5,-5,-5,-5
1158,1981,4,-4,-4,-4,-4
1159,1982,2,-4,-4,-4,-4
1160,1982,-5,-5,-5,-5,-5
1161,1981,2,-4,-4,-4,-4
1162,1980,4,-4,-4,-4,-4
1163,1983,4,-4,-4,-4,-4
1164,1982,2,-4,-4,-4,-4
1165,1983,4,-4,-4,-4,-4
1166,1980,2,4,4,2,1
1167,1980,2,-4,-4,-4,-4
1168,1981,-5,-5,-5,-5,-5
1169,1983,2,-4,-4,-4,-4
1170,1981,-5,-5,-5,-5,-5
1171,1984,2,-4,-4,-4,-4
1172,1981,2,-4,-4,-4,-4
1173,1983,4,-4,-4,-4,-4
1174,1983,-5,-5,-5,-5,-5
1175,1982,-5,-5,-5,-5,-5
1176,1984,4,-4,-4,-4,-4
1177,1982,-5,-5,-5,-5,-5
1178,1982,2,2,2,2,1
1179,1982,-5,-5,-5,-5,-5
1180,1984,-5,-5,-5,-5,-5
1181,1982,-5,-5,-5,-5,-5
1182,1980,2,-4,-4,-4,-4
1183,1982,2,-4,-4,-4,-4
1184,1980,2,-4,-4,-4,-4
1185,1983,2,-4,-4,-4,-4
1186,1980,4,4,4,4,1
1187,1983,4,-4,-4,-4,-4
1188,1983,4,-4,-4,-4,-4
1189,1982,4,-4,-4,-4,-4
1190,1981,2,-4,-4,-4,-4
1191,1981,2,-4,-4,-4,-4
1192,1980,-5,-5,-5,-5,-5
1193,1982,2,-4,-4,-4,-4
1194,1984,2,-4,-4,-4,-4
1195,1981,2,-4,-4,-4,-4
1196,1983,-5,-5,-5,-5,-5
1197,1984,-5,-5,-5,-5,-5
1198,1980,2,4,3,4,3
1199,1983,2,-4,-4,-4,-4
1200,1980,1,1,1,2,2
1201,1984,1,1,1,4,1
1202,1981,2,-4,-4,-4,-4
1203,1981,0,-4,-4,-4,-4
1204,1983,0,-2,1,2,2
1205,1980,2,-4,-4,-4,-4
1206,1984,2,-4,-4,-4,-4
1207,1982,2,-4,-4,-4,-4
1208,1982,2,-4,-4,-4,-4
1209,1983,2,-4,-4,-4,-4
1210,1983,0,-4,-4,-4,-4
1211,1980,0,-4,-4,-4,-4
1212,1983,0,3,1,1,1
1213,1984,-5,-5,-5,-5,-5
1214,1982,2,-4,-4,-4,-4
1215,1980,4,-4,-4,-4,-4
1216,1982,2,-4,-4,-4,-4
1217,1981,2,-4,-4,-4,-4
1218,1983,2,-4,-4,-4,-4
1219,1984,0,-4,-4,-4,-4
1220,1981,2,1,1,1,1
1221,1981,-5,-5,-5,-5,-5
1222,1982,1,-4,-4,-4,-4
1223,1980,2,-4,-4,-4,-4
1224,1981,2,-4,-4,-4,-4
1225,1980,-5,-5,-5,-5,-5
1226,1980,2,-4,-4,-4,-4
1227,1983,4,-4,-4,-4,-4
1228,1980,2,2,1,2,1
1229,1984,2,1,1,2,2
1230,1984,2,-4,-4,-4,-4
1231,1980,4,-4,-4,-4,-4
1232,1983,4,-4,-4,-4,-4
1233,1983,4,-4,-4,-4,-4
1234,1983,2,-4,-4,-4,-4
1235,1983,4,-4,-4,-4,-4
1236,1982,-5,-5,-5,-5,-5
1237,1983,4,4,2,2,3
1238,1983,2,-4,-4,-4,-4
1239,1983,2,-4,-4,-4,-4
1240,1982,2,2,1,2,1
1241,1981,4,-4,-4,-4,-4
1242,1984,-5,-5,-5,-5,-5
1243,1984,2,-4,-4,-4,-4
1244,1981,-5,-5,-5,-5,-5
1245,1980,2,-4,-4,-4,-4
1246,1980,2,-4,-4,-4,-4
1247,1982,2,4,3,3,2
1248,1984,4,-4,-4,-4,-4
1249,1981,4,-4,-4,-4,-4
1250,1982,2,4,1,4,2
1251,1981,4,-4,-4,-4,-4
1252,1982,2,-4,-4,-4,-4
1253,1984,2,-4,-4,-4,-4
1254,1982,2,-4,-4,-4,-4
1255,1982,-5,-5,-5,-5,-5
1256,1984,1,-4,-4,-4,-4
1257,1984,-5,-5,-5,-5,-5
1258,1982,-5,-5,-5,-5,-5
1259,1984,-5,-5,-5,-5,-5
1260,1983,2,1,2,1,1
1261,1981,2,2,1,1,2
1262,1984,2,-4,-4,-4,-4
1263,1982,2,-4,-4,-4,-4
1264,1984,2,4,2,3,1
1265,1980,2,-4,-4,-4,-4
1266,1983,2,-4,-4,-4,-4
1267,1981,4,-4,-4,-4,-4
1268,1980,2,3,2,4,2
1269,1981,2,-4,-4,-4,-4
1270,1981,4,-4,-4,-4,-4
1271,1982,1,4,2,4,-2
1272,1981,0,-4,-4,-4,-4
1273,1980,2,-4,-4,-4,-4
1274,1980,-5,-5,-5,-5,-5
1275,1983,0,-4,-4,-4,-4
1276,1980,4,-4,-4,-4,-4
1277,1982,2,-4,-4,-4,-4
1278,1982,4,2,3,4,1
1279,1982,4,-4,-4,-4,-4
1280,1982,2,-4,-4,-4,-4
1281,1984,2,-4,-4,-4,-4
1282,1981,2,-4,-4,-4,-4
1283,1983,2,-4,-4,-4,-4
1284,1981,1,-4,-4,-4,-4
1285,1981,4,2,2,-2,-2
1286,1983,4,-4,-4,-4,-4
1287,1982,2,-4,-4,-4,-4
1288,1983,2,-4,-4,-4,-4
1289,1980,-5,-5,-5,-5,-5
1290,1981,4,-4,-4,-4,-4
1291,1980,2,-4,-4,-4,-4
1292,1982,3,-4,-4,-4,-4
1293,1981,-5,-5,-5,-5,-5
1294,1984,2,-2,4,1,1
1295,1980,4,-4,-4,-4,-4
1296,1983,4,-4,-4,-4,-4
1297,1980,2,-4,-4,-4,-4
1298,1981,0,2,1,1,3
1299,1982,-5,-5,-5,-5,-5
1300,1984,-5,-5,-5,-5,-5
1301,1984,2,-4,-4,-4,-4
1302,1981,-5,-5,-5,-5,-5
1303,1984,4,-4,-4,-4,-4
1304,1980,2,-4,-4,-4,-4
1305,1981,-3,-4,-4,-4,-4
1306,1981,4,4,1,4,1
1307,1984,2,-4,-4,-4,-4
1308,1983,4,4,3,3,4
1309,1982,-5,-5,-5,-5,-5
1310,1981,1,-4,-4,-4,-4
1311,1980,2,-4,-4,-4,-4
1312,1980,2,-4,-4,-4,-4
1313,1983,4,3,2,1,2
1314,1982,4,3,3,3,1
1315,1980,2,-4,-4,-4,-4
1316,1983,2,-4,-4,-4,-4
1317,1982,-5,-5,-5,-5,-5
1318,1984,2,-4,-4,-4,-4
1319,1984,2,-4,-4,-4,-4
1320,1980,2,-4,-4,-4,-4
1321,1982,2,-4,-4,-4,-4
1322,1982,4,-4,-4,-4,-4
1323,1984,2,4,4,4,1
1324,1980,2,-4,-4,-4,-4
1325,1982,2,-4,-4,-4,-4
1326,1983,0,-4,-4,-4,-4
1327,1981,-5,-5,-5,-5,-5
1328,1980,2,-4,-4,-4,-4
1329,1981,1,-4,-4,-4,-4
1330,1982,4,2,3,3,2
1331,1983,-5,-5,-5,-5,-5
1332,1980,4,4,1,4,1
1333,1982,-5,-5,-5,-5,-5
1334,1980,4,-4,-4,-4,-4
1335,1980,4,-4,-4,-4,-4
1336,1984,4,-4,-4,-4,-4
1337,1982,-5,-5,-5,-5,-5
1338,1981,5,3,3,3,1
1339,1981,-5,-5,-5,-5,-5
1340,1984,-5,-5,-5,-5,-5
1341,1983,4,4,2,1,2
1342,1980,4,-4,-4,-4,-4
1343,1980,2,-4,-4,-4,-4
1344,1983,2,3,-2,2,1
1345,1980,3,-4,-4,-4,-4
1346,1983,-5,-5,-5,-5,-5
1347,1983,2,-4,-4,-4,-4
1348,1981,-5,-5,-5,-5,-5
1349,1983,3,-4,-4,-4,-4
1350,1983,0,-4,-4,-4,-4
1351,1981,2,-4,-4,-4,-4
1352,1983,0,-4,-4,-4,-4
1353,1984,2,4,1,1,1
1354,1980,-5,-5,-5,-5,-5
1355,1981,-5,-5,-5,-5,-5
1356,1981,0,-4,-4,-4,-4
1357,1982,3,-4,-4,-4,-4
1358,1984,3,-4,-4,-4,-4
1359,1981,2,-4,-4,-4,-4
1360,1981,4,-4,-4,-4,-4
1361,1982,4,-4,-4,-4,-4
1362,1980,2,-4,-4,-4,-4
1363,1981,-5,-5,-5,-5,-5
1364,1980,2,-4,-4,-4,-4
1365,1982,0,2,1,2,2
1366,1980,2,-4,-4,-4,-4
1367,1984,4,-4,-4,-4,-4
1368,1982,2,-4,-4,-4,-4
1369,1981,2,-4,-4,-4,-4
1370,1984,2,2,2,3,1
1371,1981,-5,-5,-5,-5,-5
1372,1983,-5,-5,-5,-5,-5
1373,1983,4,-4,-4,-4,-4
1374,1982,0,3,2,3,1
1375,1984,2,-4,-4,-4,-4
1376,1980,3,-4,-4,-4,-4
1377,1984,2,-4,-4,-4,-4
1378,1983,2,-4,-4,-4,-4
1379,1984,2,-4,-4,-4,-4
1380,1980,2,3,1,3,2
1381,1983,-5,-5,-5,-5,-5
1382,1984,1,-4,-4,-4,-4
1383,1982,1,4,4,4,1
1384,1983,2,-4,-4,-4,-4
1385,1982,0,2,2,4,1
1386,1981,1,2,2,3,1
1387,1982,0,2,2,2,2
1388,1984,0,-4,-4,-4,-4
1389,1980,0,1,1,1,2
1390,1982,3,-4,-4,-4,-4
1391,1980,-5,-5,-5,-5,-5
1392,1980,2,-4,-4,-4,-4
1393,1984,2,2,1,3,1
1394,1984,0,-4,-4,-4,-4
1395,1983,2,-4,-4,-4,-4
1396,1984,0,-4,-4,-4,-4
1397,1982,0,-4,-4,-4,-4
1398,1980,0,-4,-4,-4,-4
1399,1984,2,-4,-4,-4,-4
1400,1980,2,1,1,1,1
1401,1983,2,-4,-4,-4,-4
1402,1983,-5,-5,-5,-5,-5
1403,1981,2,-4,-4,-4,-4
1404,1983,3,3,2,2,1
1405,1982,2,1,1,3,1
1406,1983,2,-4,-4,-4,-4
1407,1983,3,-4,-4,-4,-4
1408,1980,-5,-5,-5,-5,-5
1409,1982,1,3,1,4,1
1410,1980,3,2,2,1,2
1411,1980,4,-4,-4,-4,-4
1412,1982,4,3,2,2,1
1413,1984,2,-4,-4,-4,-4
1414,1982,4,-4,-4,-4,-4
1415,1982,2,-4,-4,-4,-4
1416,1982,2,-4,-4,-4,-4
1417,1983,-3,4,2,3,1
1418,1983,0,-4,-4,-4,-4
1419,1982,2,3,2,2,1
1420,1982,-5,-5,-5,-5,-5
1421,1983,4,-4,-4,-4,-4
1422,1982,4,-4,-4,-4,-4
1423,1983,-5,-5,-5,-5,-5
1424,1983,0,1,-1,2,2
1425,1981,2,-4,-4,-4,-4
1426,1982,2,-4,-4,-4,-4
1427,1984,0,-4,-4,-4,-4
1428,1980,0,2,1,3,1
1429,1981,2,-4,-4,-4,-4
1430,1982,4,-4,-4,-4,-4
1431,1980,2,-4,-4,-4,-4
1432,1982,4,4,4,3,4
1433,1984,2,-4,-4,-4,-4
1434,1980,7,-4,-4,-4,-4
1435,1982,2,-4,-4,-4,-4
1436,1984,1,-4,-4,-4,-4
1437,1980,-5,-5,-5,-5,-5
1438,1982,4,-4,-4,-4,-4
1439,1983,0,-4,-4,-4,-4
1440,1981,4,2,2,1,1
1441,1980,3,3,2,2,2
1442,1981,4,-4,-4,-4,-4
1443,1983,2,-4,-4,-4,-4
1444,1981,2,-4,-4,-4,-4
1445,1982,2,-4,-4,-4,-4
1446,1984,4,-4,-4,-4,-4
1447,1983,2,1,1,2,2
1448,1982,2,3,2,3,2
1449,1980,2,-4,-4,-4,-4
1450,1981,5,3,3,2,1
1451,1981,4,-4,-4,-4,-4
1452,1983,2,4,2,3,2
1453,1981,4,-4,-4,-4,-4
1454,1981,4,-4,-4,-4,-4
1455,1983,4,3,2,2,2
1456,1980,4,-4,-4,-4,-4
1457,1983,4,-4,-4,-4,-4
1458,1981,-5,-5,-5,-5,-5
1459,1984,2,-4,-4,-4,-4
1460,1984,4,3,3,3,2
1461,1981,2,-4,-4,-4,-4
1462,1984,2,-4,-4,-4,-4
1463,1980,2,2,1,1,1
1464,1984,4,4,1,-2,1
1465,1984,-5,-5,-5,-5,-5
1466,1982,4,-4,-4,-4,-4
1467,1980,-5,-5,-5,-5,-5
1468,1981,2,-4,-4,-4,-4
1469,1984,2,-4,-4,-4,-4
1470,1982,2,1,2,2,1
1471,1984,0,3,1,-2,1
1472,1983,1,-4,-4,-4,-4
1473,1983,2,-4,-4,-4,-4
1474,1980,2,-4,-4,-4,-4
1475,1983,3,-4,-4,-4,-4
1476,1981,2,-4,-4,-4,-4
1477,1983,2,-4,-4,-4,-4
1478,1983,2,3,2,2,1
1479,1980,-5,-5,-5,-5,-5
1480,1983,2,-4,-4,-4,-4
1481,1984,2,-4,-4,-4,-4
